,imb,reconstructed_imb,reconstructed_error
56,0.4989001530221882,0.49871704,3.3530443522069844e-08
57,0.4975612088752869,0.4979384,1.422690305751254e-07
58,0.4978481254781943,0.49809918,6.302740675975589e-08
59,0.49878060443764344,0.49863783,2.0385896245471744e-08
60,0.4981111323641928,0.4982657,2.3895313107356867e-08
61,0.49796767406273906,0.49817562,4.324194232210827e-08
62,0.49818286151491964,0.4982883,1.111803618734552e-08
63,0.49980872226472833,0.49924725,3.1524780134018255e-07
64,0.4994500765110941,0.49902058,1.844702792431918e-07
65,0.4973460214231063,0.4978257,2.3010301652040167e-07
